Distance,Fluorescence,Marker,Condition,Time,Replicate
39.376,46.6335,Hoxb9,1,120h,4
40.134,46.6096,Hoxb9,1,120h,4
40.891,46.4842,Hoxb9,1,120h,4
41.648,45.6074,Hoxb9,1,120h,4
42.405,45.0745,Hoxb9,1,120h,4
43.163,45.352,Hoxb9,1,120h,4
43.92,46.4234,Hoxb9,1,120h,4
44.677,47.2558,Hoxb9,1,120h,4
45.434,48.631,Hoxb9,1,120h,4
46.192,49.1407,Hoxb9,1,120h,4
46.949,49.4462,Hoxb9,1,120h,4
47.706,49.0892,Hoxb9,1,120h,4
48.463,48.9625,Hoxb9,1,120h,4
49.22,48.1499,Hoxb9,1,120h,4
49.978,47.4333,Hoxb9,1,120h,4
50.735,47.8907,Hoxb9,1,120h,4
51.492,49.6304,Hoxb9,1,120h,4
52.249,50.6314,Hoxb9,1,120h,4
53.007,49.3887,Hoxb9,1,120h,4
53.764,48.0836,Hoxb9,1,120h,4
54.521,46.5958,Hoxb9,1,120h,4
55.278,46.5294,Hoxb9,1,120h,4
56.036,46.842,Hoxb9,1,120h,4
56.793,47.5771,Hoxb9,1,120h,4
57.55,47.8127,Hoxb9,1,120h,4
58.307,46.0354,Hoxb9,1,120h,4
59.065,44.5308,Hoxb9,1,120h,4
59.822,44.5458,Hoxb9,1,120h,4
60.579,45.0618,Hoxb9,1,120h,4
61.336,44.5848,Hoxb9,1,120h,4
62.094,44.7067,Hoxb9,1,120h,4
62.851,44.575,Hoxb9,1,120h,4
63.608,44.9219,Hoxb9,1,120h,4
64.365,45.9358,Hoxb9,1,120h,4
65.122,46.995,Hoxb9,1,120h,4
65.88,47.1861,Hoxb9,1,120h,4
66.637,47.9404,Hoxb9,1,120h,4
67.394,48.3173,Hoxb9,1,120h,4
68.151,47.0237,Hoxb9,1,120h,4
68.909,46.0029,Hoxb9,1,120h,4
69.666,45.4992,Hoxb9,1,120h,4
70.423,45.8924,Hoxb9,1,120h,4
71.18,46.5547,Hoxb9,1,120h,4
71.938,47.7835,Hoxb9,1,120h,4
72.695,47.24,Hoxb9,1,120h,4
73.452,47.4233,Hoxb9,1,120h,4
74.209,49.1911,Hoxb9,1,120h,4
74.967,52.4957,Hoxb9,1,120h,4
75.724,52.6833,Hoxb9,1,120h,4
76.481,50.5598,Hoxb9,1,120h,4
77.238,49.7026,Hoxb9,1,120h,4
77.996,49.0769,Hoxb9,1,120h,4
78.753,49.32,Hoxb9,1,120h,4
79.51,49.8239,Hoxb9,1,120h,4
80.267,47.7244,Hoxb9,1,120h,4
81.024,46.3862,Hoxb9,1,120h,4
81.782,45.8944,Hoxb9,1,120h,4
82.539,46.4765,Hoxb9,1,120h,4
83.296,47.6976,Hoxb9,1,120h,4
84.053,48.1625,Hoxb9,1,120h,4
84.811,47.8018,Hoxb9,1,120h,4
85.568,47.4891,Hoxb9,1,120h,4
86.325,47.3345,Hoxb9,1,120h,4
87.082,47.458,Hoxb9,1,120h,4
87.84,46.6487,Hoxb9,1,120h,4
88.597,46.7993,Hoxb9,1,120h,4
89.354,47.8312,Hoxb9,1,120h,4
90.111,47.8567,Hoxb9,1,120h,4
90.869,47.6568,Hoxb9,1,120h,4
91.626,49.5641,Hoxb9,1,120h,4
92.383,48.4395,Hoxb9,1,120h,4
93.14,48.4198,Hoxb9,1,120h,4
93.897,50.9538,Hoxb9,1,120h,4
94.655,53.3815,Hoxb9,1,120h,4
95.412,53.7204,Hoxb9,1,120h,4
96.169,51.5768,Hoxb9,1,120h,4
96.926,48.8031,Hoxb9,1,120h,4
97.684,46.2584,Hoxb9,1,120h,4
98.441,45.0946,Hoxb9,1,120h,4
99.198,46.5787,Hoxb9,1,120h,4
99.955,47.0519,Hoxb9,1,120h,4
100.713,47.3295,Hoxb9,1,120h,4
101.47,47.6951,Hoxb9,1,120h,4
102.227,48.2612,Hoxb9,1,120h,4
102.984,48.1418,Hoxb9,1,120h,4
103.742,47.7543,Hoxb9,1,120h,4
104.499,48.0064,Hoxb9,1,120h,4
105.256,48.367,Hoxb9,1,120h,4
106.013,47.8534,Hoxb9,1,120h,4
106.771,46.9533,Hoxb9,1,120h,4
107.528,45.3073,Hoxb9,1,120h,4
108.285,44.0424,Hoxb9,1,120h,4
109.042,42.303,Hoxb9,1,120h,4
109.799,44.4161,Hoxb9,1,120h,4
110.557,47.4171,Hoxb9,1,120h,4
111.314,48.1259,Hoxb9,1,120h,4
112.071,47.887,Hoxb9,1,120h,4
112.828,47.1659,Hoxb9,1,120h,4
113.586,47.6384,Hoxb9,1,120h,4
114.343,47.5791,Hoxb9,1,120h,4
115.1,46.4255,Hoxb9,1,120h,4
115.857,44.6293,Hoxb9,1,120h,4
116.615,45.3907,Hoxb9,1,120h,4
117.372,46.692,Hoxb9,1,120h,4
118.129,46.665,Hoxb9,1,120h,4
118.886,46.0839,Hoxb9,1,120h,4
119.644,46.015,Hoxb9,1,120h,4
120.401,45.9328,Hoxb9,1,120h,4
121.158,47.3333,Hoxb9,1,120h,4
121.915,49.124,Hoxb9,1,120h,4
122.673,49.232,Hoxb9,1,120h,4
123.43,48.6678,Hoxb9,1,120h,4
124.187,47.9187,Hoxb9,1,120h,4
124.944,45.8195,Hoxb9,1,120h,4
125.701,43.182,Hoxb9,1,120h,4
126.459,42.1376,Hoxb9,1,120h,4
127.216,42.4311,Hoxb9,1,120h,4
127.973,42.8873,Hoxb9,1,120h,4
128.73,43.0409,Hoxb9,1,120h,4
129.488,43.8809,Hoxb9,1,120h,4
130.245,44.2761,Hoxb9,1,120h,4
131.002,44.6923,Hoxb9,1,120h,4
131.759,44.782,Hoxb9,1,120h,4
132.517,44.8456,Hoxb9,1,120h,4
133.274,44.8747,Hoxb9,1,120h,4
134.031,46.2261,Hoxb9,1,120h,4
134.788,48.1548,Hoxb9,1,120h,4
135.546,49.9511,Hoxb9,1,120h,4
136.303,51.6501,Hoxb9,1,120h,4
137.06,52.5094,Hoxb9,1,120h,4
137.817,54.5675,Hoxb9,1,120h,4
138.575,54.1345,Hoxb9,1,120h,4
139.332,51.0298,Hoxb9,1,120h,4
140.089,49.7935,Hoxb9,1,120h,4
140.846,51.2189,Hoxb9,1,120h,4
141.603,51.0184,Hoxb9,1,120h,4
142.361,48.7666,Hoxb9,1,120h,4
143.118,45.3713,Hoxb9,1,120h,4
143.875,44.3595,Hoxb9,1,120h,4
144.632,45.0112,Hoxb9,1,120h,4
145.39,45.087,Hoxb9,1,120h,4
146.147,45.9888,Hoxb9,1,120h,4
146.904,46.5517,Hoxb9,1,120h,4
147.661,46.4688,Hoxb9,1,120h,4
148.419,45.6128,Hoxb9,1,120h,4
149.176,45.1422,Hoxb9,1,120h,4
149.933,46.1064,Hoxb9,1,120h,4
150.69,47.79,Hoxb9,1,120h,4
151.448,48.5753,Hoxb9,1,120h,4
152.205,48.599,Hoxb9,1,120h,4
152.962,48.0858,Hoxb9,1,120h,4
153.719,47.5526,Hoxb9,1,120h,4
154.477,46.8539,Hoxb9,1,120h,4
155.234,45.9163,Hoxb9,1,120h,4
155.991,47.0165,Hoxb9,1,120h,4
156.748,48.4269,Hoxb9,1,120h,4
157.505,47.2852,Hoxb9,1,120h,4
158.263,44.9822,Hoxb9,1,120h,4
159.02,41.9498,Hoxb9,1,120h,4
159.777,41.6865,Hoxb9,1,120h,4
160.534,42.1947,Hoxb9,1,120h,4
161.292,44.7815,Hoxb9,1,120h,4
162.049,46.5249,Hoxb9,1,120h,4
162.806,45.8135,Hoxb9,1,120h,4
163.563,44.8853,Hoxb9,1,120h,4
164.321,44.5438,Hoxb9,1,120h,4
165.078,44.3314,Hoxb9,1,120h,4
165.835,43.8929,Hoxb9,1,120h,4
166.592,43.3534,Hoxb9,1,120h,4
167.35,43.4507,Hoxb9,1,120h,4
168.107,43.181,Hoxb9,1,120h,4
168.864,44.2405,Hoxb9,1,120h,4
169.621,44.6743,Hoxb9,1,120h,4
170.379,44.2013,Hoxb9,1,120h,4
171.136,44.3221,Hoxb9,1,120h,4
171.893,44.5753,Hoxb9,1,120h,4
172.65,45.0711,Hoxb9,1,120h,4
173.407,45.6113,Hoxb9,1,120h,4
174.165,46.6722,Hoxb9,1,120h,4
174.922,46.77,Hoxb9,1,120h,4
175.679,45.7586,Hoxb9,1,120h,4
176.436,44.6371,Hoxb9,1,120h,4
177.194,44.1502,Hoxb9,1,120h,4
177.951,45.4121,Hoxb9,1,120h,4
178.708,46.8828,Hoxb9,1,120h,4
179.465,47.6862,Hoxb9,1,120h,4
180.223,47.9113,Hoxb9,1,120h,4
180.98,47.4234,Hoxb9,1,120h,4
181.737,48.1675,Hoxb9,1,120h,4
182.494,48.5115,Hoxb9,1,120h,4
183.252,47.0783,Hoxb9,1,120h,4
184.009,47.5824,Hoxb9,1,120h,4
184.766,48.6925,Hoxb9,1,120h,4
185.523,47.2382,Hoxb9,1,120h,4
186.281,47.1481,Hoxb9,1,120h,4
187.038,48.3515,Hoxb9,1,120h,4
187.795,49.4773,Hoxb9,1,120h,4
188.552,50.4015,Hoxb9,1,120h,4
189.309,49.6693,Hoxb9,1,120h,4
190.067,48.0994,Hoxb9,1,120h,4
190.824,47.2109,Hoxb9,1,120h,4
191.581,47.2036,Hoxb9,1,120h,4
192.338,46.445,Hoxb9,1,120h,4
193.096,45.9812,Hoxb9,1,120h,4
193.853,45.3552,Hoxb9,1,120h,4
194.61,46.0033,Hoxb9,1,120h,4
195.367,47.1056,Hoxb9,1,120h,4
196.125,47.8402,Hoxb9,1,120h,4
196.882,49.4201,Hoxb9,1,120h,4
197.639,49.9704,Hoxb9,1,120h,4
198.396,50.1291,Hoxb9,1,120h,4
199.154,49.9277,Hoxb9,1,120h,4
199.911,48.5307,Hoxb9,1,120h,4
200.668,45.1493,Hoxb9,1,120h,4
201.425,43.4552,Hoxb9,1,120h,4
202.183,44.3551,Hoxb9,1,120h,4
202.94,44.9201,Hoxb9,1,120h,4
203.697,44.7879,Hoxb9,1,120h,4
204.454,44.6854,Hoxb9,1,120h,4
205.211,45.0308,Hoxb9,1,120h,4
205.969,44.7808,Hoxb9,1,120h,4
206.726,44.7893,Hoxb9,1,120h,4
207.483,45.7185,Hoxb9,1,120h,4
208.24,46.4261,Hoxb9,1,120h,4
208.998,45.9894,Hoxb9,1,120h,4
209.755,45.8403,Hoxb9,1,120h,4
210.512,45.9776,Hoxb9,1,120h,4
211.269,45.9522,Hoxb9,1,120h,4
212.027,46.1305,Hoxb9,1,120h,4
212.784,45.6304,Hoxb9,1,120h,4
213.541,44.5508,Hoxb9,1,120h,4
214.298,44.7635,Hoxb9,1,120h,4
215.056,45.6707,Hoxb9,1,120h,4
215.813,47.276,Hoxb9,1,120h,4
216.57,48.4115,Hoxb9,1,120h,4
217.327,48.2332,Hoxb9,1,120h,4
218.085,48.439,Hoxb9,1,120h,4
218.842,47.4663,Hoxb9,1,120h,4
219.599,47.2819,Hoxb9,1,120h,4
220.356,47.9834,Hoxb9,1,120h,4
221.113,46.6881,Hoxb9,1,120h,4
221.871,45.4208,Hoxb9,1,120h,4
222.628,44.7244,Hoxb9,1,120h,4
223.385,43.8876,Hoxb9,1,120h,4
224.142,43.3908,Hoxb9,1,120h,4
224.9,42.0063,Hoxb9,1,120h,4
225.657,41.3518,Hoxb9,1,120h,4
226.414,40.2894,Hoxb9,1,120h,4
227.171,40.6001,Hoxb9,1,120h,4
227.929,41.7486,Hoxb9,1,120h,4
228.686,42.6441,Hoxb9,1,120h,4
229.443,42.6712,Hoxb9,1,120h,4
230.2,42.3527,Hoxb9,1,120h,4
230.958,41.9066,Hoxb9,1,120h,4
231.715,42.1462,Hoxb9,1,120h,4
232.472,43.4107,Hoxb9,1,120h,4
233.229,43.7167,Hoxb9,1,120h,4
233.987,43.6138,Hoxb9,1,120h,4
234.744,44.4024,Hoxb9,1,120h,4
235.501,45.0554,Hoxb9,1,120h,4
236.258,45.3036,Hoxb9,1,120h,4
237.015,45.7805,Hoxb9,1,120h,4
237.773,45.7951,Hoxb9,1,120h,4
238.53,46.2549,Hoxb9,1,120h,4
239.287,47.2941,Hoxb9,1,120h,4
240.044,48.419,Hoxb9,1,120h,4
240.802,49.4816,Hoxb9,1,120h,4
241.559,48.8335,Hoxb9,1,120h,4
242.316,46.6041,Hoxb9,1,120h,4
243.073,45.0426,Hoxb9,1,120h,4
243.831,44.6798,Hoxb9,1,120h,4
244.588,44.5247,Hoxb9,1,120h,4
245.345,44.1646,Hoxb9,1,120h,4
246.102,43.8661,Hoxb9,1,120h,4
246.86,44.364,Hoxb9,1,120h,4
247.617,44.3472,Hoxb9,1,120h,4
248.374,43.5391,Hoxb9,1,120h,4
249.131,43.0156,Hoxb9,1,120h,4
249.889,42.2669,Hoxb9,1,120h,4
250.646,42.5396,Hoxb9,1,120h,4
251.403,41.5153,Hoxb9,1,120h,4
252.16,39.8651,Hoxb9,1,120h,4
252.917,38.8287,Hoxb9,1,120h,4
253.675,39.5093,Hoxb9,1,120h,4
254.432,41.4143,Hoxb9,1,120h,4
255.189,42.3393,Hoxb9,1,120h,4
255.946,44.647,Hoxb9,1,120h,4
256.704,46.4039,Hoxb9,1,120h,4
257.461,45.9212,Hoxb9,1,120h,4
258.218,43.8674,Hoxb9,1,120h,4
258.975,42.6703,Hoxb9,1,120h,4
259.733,41.9606,Hoxb9,1,120h,4
260.49,41.8929,Hoxb9,1,120h,4
261.247,42.5398,Hoxb9,1,120h,4
262.004,42.7042,Hoxb9,1,120h,4
262.762,42.7674,Hoxb9,1,120h,4
263.519,43.3715,Hoxb9,1,120h,4
264.276,43.8048,Hoxb9,1,120h,4
265.033,43.3068,Hoxb9,1,120h,4
265.79,42.4624,Hoxb9,1,120h,4
266.548,41.6217,Hoxb9,1,120h,4
267.305,41.6471,Hoxb9,1,120h,4
268.062,40.8828,Hoxb9,1,120h,4
268.819,40.4195,Hoxb9,1,120h,4
269.577,41.6935,Hoxb9,1,120h,4
270.334,43.0118,Hoxb9,1,120h,4
271.091,43.5414,Hoxb9,1,120h,4
271.848,43.1644,Hoxb9,1,120h,4
272.606,41.9263,Hoxb9,1,120h,4
273.363,39.9385,Hoxb9,1,120h,4
274.12,40.4661,Hoxb9,1,120h,4
274.877,40.3913,Hoxb9,1,120h,4
275.635,40.2406,Hoxb9,1,120h,4
276.392,40.8738,Hoxb9,1,120h,4
277.149,40.821,Hoxb9,1,120h,4
277.906,40.2494,Hoxb9,1,120h,4
278.664,39.0616,Hoxb9,1,120h,4
279.421,37.6404,Hoxb9,1,120h,4
280.178,36.9786,Hoxb9,1,120h,4
280.935,36.2157,Hoxb9,1,120h,4
281.693,35.8881,Hoxb9,1,120h,4
282.45,36.7662,Hoxb9,1,120h,4
283.207,37.2046,Hoxb9,1,120h,4
283.964,37.4675,Hoxb9,1,120h,4
284.721,37.6938,Hoxb9,1,120h,4
285.479,37.7412,Hoxb9,1,120h,4
286.236,37.6881,Hoxb9,1,120h,4
286.993,37.1702,Hoxb9,1,120h,4
287.75,37.0013,Hoxb9,1,120h,4
288.508,36.3196,Hoxb9,1,120h,4
289.265,36.4912,Hoxb9,1,120h,4
290.022,35.9288,Hoxb9,1,120h,4
290.779,34.2179,Hoxb9,1,120h,4
291.537,32.6954,Hoxb9,1,120h,4
292.294,32.9042,Hoxb9,1,120h,4
293.051,32.5017,Hoxb9,1,120h,4
293.808,32.7052,Hoxb9,1,120h,4
294.566,32.6872,Hoxb9,1,120h,4
295.323,32.624,Hoxb9,1,120h,4
296.08,33.1004,Hoxb9,1,120h,4
296.837,33.2059,Hoxb9,1,120h,4
297.595,33.0952,Hoxb9,1,120h,4
298.352,32.5884,Hoxb9,1,120h,4
299.109,32.2013,Hoxb9,1,120h,4
299.866,31.987,Hoxb9,1,120h,4
300.623,32.0289,Hoxb9,1,120h,4
301.381,32.2335,Hoxb9,1,120h,4
302.138,32.6589,Hoxb9,1,120h,4
302.895,32.4206,Hoxb9,1,120h,4
303.652,31.4633,Hoxb9,1,120h,4
304.41,30.4637,Hoxb9,1,120h,4
305.167,29.5016,Hoxb9,1,120h,4
305.924,28.1943,Hoxb9,1,120h,4
306.681,27.981,Hoxb9,1,120h,4
307.439,28.171,Hoxb9,1,120h,4
308.196,28.0713,Hoxb9,1,120h,4
308.953,28.1724,Hoxb9,1,120h,4
309.71,28.3513,Hoxb9,1,120h,4
310.468,28.4531,Hoxb9,1,120h,4
311.225,28.5936,Hoxb9,1,120h,4
311.982,28.2692,Hoxb9,1,120h,4
312.739,28.0807,Hoxb9,1,120h,4
313.496,27.7479,Hoxb9,1,120h,4
314.254,28.1904,Hoxb9,1,120h,4
315.011,29.2327,Hoxb9,1,120h,4
315.768,30.3054,Hoxb9,1,120h,4
316.525,30.8261,Hoxb9,1,120h,4
317.283,31.0869,Hoxb9,1,120h,4
318.04,30.9765,Hoxb9,1,120h,4
318.797,31.3391,Hoxb9,1,120h,4
319.554,32.27,Hoxb9,1,120h,4
320.312,33.7812,Hoxb9,1,120h,4
321.069,34.2753,Hoxb9,1,120h,4
321.826,33.8018,Hoxb9,1,120h,4
322.583,33.1161,Hoxb9,1,120h,4
323.341,34.2717,Hoxb9,1,120h,4
324.098,35.643,Hoxb9,1,120h,4
324.855,36.5993,Hoxb9,1,120h,4
325.612,37.2161,Hoxb9,1,120h,4
326.37,37.2441,Hoxb9,1,120h,4
327.127,37.5933,Hoxb9,1,120h,4
327.884,36.7411,Hoxb9,1,120h,4
328.641,36.0204,Hoxb9,1,120h,4
329.398,35.1401,Hoxb9,1,120h,4
330.156,37.0075,Hoxb9,1,120h,4
330.913,39.5663,Hoxb9,1,120h,4
331.67,39.3492,Hoxb9,1,120h,4
332.427,39.2023,Hoxb9,1,120h,4
333.185,38.1514,Hoxb9,1,120h,4
333.942,38.242,Hoxb9,1,120h,4
334.699,39.488,Hoxb9,1,120h,4
335.456,41.4506,Hoxb9,1,120h,4
336.214,42.0434,Hoxb9,1,120h,4
336.971,41.0336,Hoxb9,1,120h,4
337.728,40.3878,Hoxb9,1,120h,4
338.485,40.6449,Hoxb9,1,120h,4
339.243,39.4981,Hoxb9,1,120h,4
340,38.6552,Hoxb9,1,120h,4
340.757,38.275,Hoxb9,1,120h,4
341.514,38.2671,Hoxb9,1,120h,4
342.272,37.8353,Hoxb9,1,120h,4
343.029,37.4667,Hoxb9,1,120h,4
343.786,37.744,Hoxb9,1,120h,4
344.543,39.3042,Hoxb9,1,120h,4
345.3,40.5267,Hoxb9,1,120h,4
346.058,40.9569,Hoxb9,1,120h,4
346.815,40.7453,Hoxb9,1,120h,4
347.572,40.6716,Hoxb9,1,120h,4
348.329,40.4945,Hoxb9,1,120h,4
349.087,40.3306,Hoxb9,1,120h,4
349.844,39.3863,Hoxb9,1,120h,4
350.601,38.4071,Hoxb9,1,120h,4
351.358,37.7495,Hoxb9,1,120h,4
352.116,37.3732,Hoxb9,1,120h,4
352.873,37.4941,Hoxb9,1,120h,4
353.63,38.1037,Hoxb9,1,120h,4
354.387,39.362,Hoxb9,1,120h,4
355.145,40.5734,Hoxb9,1,120h,4
355.902,41.2653,Hoxb9,1,120h,4
356.659,40.7436,Hoxb9,1,120h,4
357.416,39.8962,Hoxb9,1,120h,4
358.174,38.6554,Hoxb9,1,120h,4
358.931,38.1592,Hoxb9,1,120h,4
359.688,38.9811,Hoxb9,1,120h,4
360.445,40.1755,Hoxb9,1,120h,4
361.202,40.6204,Hoxb9,1,120h,4
361.96,40.8448,Hoxb9,1,120h,4
362.717,40.1111,Hoxb9,1,120h,4
363.474,39.5824,Hoxb9,1,120h,4
364.231,39.8817,Hoxb9,1,120h,4
364.989,40.7643,Hoxb9,1,120h,4
365.746,41.5581,Hoxb9,1,120h,4
366.503,41.8722,Hoxb9,1,120h,4
367.26,42.3677,Hoxb9,1,120h,4
368.018,41.3562,Hoxb9,1,120h,4
368.775,40.7929,Hoxb9,1,120h,4
369.532,39.7068,Hoxb9,1,120h,4
370.289,38.3047,Hoxb9,1,120h,4
371.047,38.5246,Hoxb9,1,120h,4
371.804,39.4538,Hoxb9,1,120h,4
372.561,39.3909,Hoxb9,1,120h,4
373.318,38.4495,Hoxb9,1,120h,4
374.076,36.7387,Hoxb9,1,120h,4
374.833,36.7597,Hoxb9,1,120h,4
375.59,37.371,Hoxb9,1,120h,4
376.347,39.5971,Hoxb9,1,120h,4
377.104,41.7288,Hoxb9,1,120h,4
377.862,42.9467,Hoxb9,1,120h,4
378.619,43.0622,Hoxb9,1,120h,4
379.376,42.7863,Hoxb9,1,120h,4
380.133,41.7415,Hoxb9,1,120h,4
380.891,42.1322,Hoxb9,1,120h,4
381.648,42.8617,Hoxb9,1,120h,4
382.405,42.334,Hoxb9,1,120h,4
383.162,41.4388,Hoxb9,1,120h,4
383.92,40.7618,Hoxb9,1,120h,4
384.677,40.8329,Hoxb9,1,120h,4
385.434,40.717,Hoxb9,1,120h,4
386.191,40.3255,Hoxb9,1,120h,4
386.949,40.2985,Hoxb9,1,120h,4
387.706,39.3762,Hoxb9,1,120h,4
388.463,39.1614,Hoxb9,1,120h,4
389.22,39.2059,Hoxb9,1,120h,4
389.978,38.609,Hoxb9,1,120h,4
390.735,37.5763,Hoxb9,1,120h,4
391.492,36.5332,Hoxb9,1,120h,4
392.249,36.2075,Hoxb9,1,120h,4
393.006,36.546,Hoxb9,1,120h,4
393.764,36.1762,Hoxb9,1,120h,4
394.521,37.5885,Hoxb9,1,120h,4
395.278,38.8711,Hoxb9,1,120h,4
396.035,38.1159,Hoxb9,1,120h,4
396.793,36.2996,Hoxb9,1,120h,4
397.55,36.1891,Hoxb9,1,120h,4
398.307,37.2395,Hoxb9,1,120h,4
399.064,37.1375,Hoxb9,1,120h,4
399.822,36.294,Hoxb9,1,120h,4
400.579,35.5507,Hoxb9,1,120h,4
401.336,35.3587,Hoxb9,1,120h,4
402.093,36.592,Hoxb9,1,120h,4
402.851,38.6042,Hoxb9,1,120h,4
403.608,39.0995,Hoxb9,1,120h,4
404.365,37.9321,Hoxb9,1,120h,4
405.122,37.9825,Hoxb9,1,120h,4
405.88,37.9424,Hoxb9,1,120h,4
406.637,38.2724,Hoxb9,1,120h,4
407.394,38.3063,Hoxb9,1,120h,4
408.151,38.0146,Hoxb9,1,120h,4
408.908,38.2147,Hoxb9,1,120h,4
409.666,38.7301,Hoxb9,1,120h,4
410.423,39.3392,Hoxb9,1,120h,4
411.18,39.2854,Hoxb9,1,120h,4
411.937,38.297,Hoxb9,1,120h,4
412.695,36.7337,Hoxb9,1,120h,4
413.452,35.0394,Hoxb9,1,120h,4
414.209,34.7296,Hoxb9,1,120h,4
414.966,34.5494,Hoxb9,1,120h,4
415.724,35.4505,Hoxb9,1,120h,4
416.481,35.7523,Hoxb9,1,120h,4
417.238,35.7626,Hoxb9,1,120h,4
417.995,35.8533,Hoxb9,1,120h,4
418.753,35.2942,Hoxb9,1,120h,4
419.51,34.0363,Hoxb9,1,120h,4
420.267,34.772,Hoxb9,1,120h,4
421.024,36.7537,Hoxb9,1,120h,4
421.782,38.7427,Hoxb9,1,120h,4
422.539,39.6349,Hoxb9,1,120h,4
423.296,38.1302,Hoxb9,1,120h,4
424.053,37.0575,Hoxb9,1,120h,4
424.81,35.6676,Hoxb9,1,120h,4
425.568,34.2814,Hoxb9,1,120h,4
426.325,32.7097,Hoxb9,1,120h,4
427.082,32.5225,Hoxb9,1,120h,4
427.839,32.3749,Hoxb9,1,120h,4
428.597,31.4667,Hoxb9,1,120h,4
429.354,30.5068,Hoxb9,1,120h,4
430.111,30.1409,Hoxb9,1,120h,4
430.868,30.1488,Hoxb9,1,120h,4
431.626,30.4203,Hoxb9,1,120h,4
432.383,31.7606,Hoxb9,1,120h,4
433.14,32.3742,Hoxb9,1,120h,4
433.897,31.646,Hoxb9,1,120h,4
434.655,30.9212,Hoxb9,1,120h,4
435.412,31.1272,Hoxb9,1,120h,4
436.169,32.1013,Hoxb9,1,120h,4
436.926,33.1337,Hoxb9,1,120h,4
437.684,34.0232,Hoxb9,1,120h,4
438.441,35.0214,Hoxb9,1,120h,4
439.198,35.2211,Hoxb9,1,120h,4
439.955,35.3554,Hoxb9,1,120h,4
440.712,34.7902,Hoxb9,1,120h,4
441.47,33.4652,Hoxb9,1,120h,4
442.227,31.6614,Hoxb9,1,120h,4
442.984,30.0427,Hoxb9,1,120h,4
443.741,29.4823,Hoxb9,1,120h,4
444.499,29.4261,Hoxb9,1,120h,4
445.256,28.7923,Hoxb9,1,120h,4
446.013,29.1666,Hoxb9,1,120h,4
446.77,30.2981,Hoxb9,1,120h,4
447.528,31.2352,Hoxb9,1,120h,4
448.285,31.4353,Hoxb9,1,120h,4
449.042,31.5175,Hoxb9,1,120h,4
449.799,32.0912,Hoxb9,1,120h,4
450.557,33.1681,Hoxb9,1,120h,4
451.314,33.9677,Hoxb9,1,120h,4
452.071,34.0985,Hoxb9,1,120h,4
452.828,33.2024,Hoxb9,1,120h,4
453.586,32.68,Hoxb9,1,120h,4
454.343,33.2385,Hoxb9,1,120h,4
455.1,33.2502,Hoxb9,1,120h,4
455.857,32.93,Hoxb9,1,120h,4
456.614,32.6157,Hoxb9,1,120h,4
457.372,32.408,Hoxb9,1,120h,4
458.129,31.4335,Hoxb9,1,120h,4
458.886,29.8987,Hoxb9,1,120h,4
459.643,29.4218,Hoxb9,1,120h,4
460.401,29.6155,Hoxb9,1,120h,4
461.158,29.9203,Hoxb9,1,120h,4
461.915,29.1434,Hoxb9,1,120h,4
462.672,28.1755,Hoxb9,1,120h,4
463.43,28.291,Hoxb9,1,120h,4
464.187,29.3728,Hoxb9,1,120h,4
464.944,30.667,Hoxb9,1,120h,4
465.701,31.0433,Hoxb9,1,120h,4
466.459,30.8253,Hoxb9,1,120h,4
467.216,30.7512,Hoxb9,1,120h,4
467.973,30.336,Hoxb9,1,120h,4
468.73,30.1445,Hoxb9,1,120h,4
469.488,30.452,Hoxb9,1,120h,4
470.245,30.6537,Hoxb9,1,120h,4
471.002,30.5419,Hoxb9,1,120h,4
471.759,30.7063,Hoxb9,1,120h,4
472.516,30.7916,Hoxb9,1,120h,4
473.274,31.1967,Hoxb9,1,120h,4
474.031,32.359,Hoxb9,1,120h,4
474.788,32.7749,Hoxb9,1,120h,4
475.545,32.4936,Hoxb9,1,120h,4
476.303,31.8822,Hoxb9,1,120h,4
477.06,31.6756,Hoxb9,1,120h,4
477.817,31.7162,Hoxb9,1,120h,4
478.574,31.3446,Hoxb9,1,120h,4
479.332,31.3671,Hoxb9,1,120h,4
480.089,31.9524,Hoxb9,1,120h,4
480.846,31.6588,Hoxb9,1,120h,4
481.603,31.1525,Hoxb9,1,120h,4
482.361,31.328,Hoxb9,1,120h,4
483.118,31.2452,Hoxb9,1,120h,4
483.875,31.6143,Hoxb9,1,120h,4
484.632,32.2868,Hoxb9,1,120h,4
485.389,32.7093,Hoxb9,1,120h,4
486.147,32.8917,Hoxb9,1,120h,4
486.904,31.8698,Hoxb9,1,120h,4
487.661,31.2122,Hoxb9,1,120h,4
488.418,30.9982,Hoxb9,1,120h,4
489.176,31.493,Hoxb9,1,120h,4
489.933,32.3587,Hoxb9,1,120h,4
490.69,33.692,Hoxb9,1,120h,4
491.447,34.9932,Hoxb9,1,120h,4
492.205,34.5736,Hoxb9,1,120h,4
492.962,32.8457,Hoxb9,1,120h,4
493.719,32.0296,Hoxb9,1,120h,4
494.476,31.3762,Hoxb9,1,120h,4
495.234,30.8671,Hoxb9,1,120h,4
495.991,30.4393,Hoxb9,1,120h,4
496.748,29.8712,Hoxb9,1,120h,4
497.505,29.3196,Hoxb9,1,120h,4
498.263,29.7017,Hoxb9,1,120h,4
499.02,29.9902,Hoxb9,1,120h,4
499.777,29.9467,Hoxb9,1,120h,4
500.534,29.8976,Hoxb9,1,120h,4
